budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
1000000,"[{""id"": 99, ""name"": ""Documentary""}]",2012,444575,115,Released,The Act of Killing,7.5,210,44.46%,44.4575
60000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1997,26673242,96,Released,Event Horizon,6.5,742,44.46%,44.45540333
18000000,"[{""id"": 10402, ""name"": ""Music""}]",2013,7972967,93,Released,Metallica: Through the Never,6.7,83,44.29%,44.29426111
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2011,4417580,83,Released,"Jeff, Who Lives at Home",6.1,217,44.18%,44.1758
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1986,11000000,99,Released,Big Trouble in Little China,7.1,705,44.00%,44
60000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",2003,26288320,86,Released,Sinbad: Legend of the Seven Seas,6.6,372,43.81%,43.81386667
68000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999,29762011,121,Released,Mystery Men,5.7,250,43.77%,43.76766324
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",2006,15304890,96,Released,The Fountain,6.8,827,43.73%,43.72825714
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1993,20915465,104,Released,Super Mario Bros.,4,232,43.57%,43.57388542
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2004,13001257,114,Released,Wicker Park,6.7,157,43.34%,43.33752333
149000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006,64459316,85,Released,Flushed Away,6,874,43.26%,43.26128591
80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2000,34566746,145,Released,Thirteen Days,6.9,189,43.21%,43.2084325
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2010,3453043,98,Released,Wild Target,6.4,215,43.16%,43.1630375
22000000,"[{""id"": 18, ""name"": ""Drama""}]",2010,9479718,105,Released,Stone,5.2,192,43.09%,43.08962727
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2006,7314027,107,Released,American Dreamz,4.9,95,43.02%,43.02368824
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",2002,8586376,94,Released,Boat Trip,4.7,146,42.93%,42.93188
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2003,3432342,99,Released,The Barbarian Invasions,6.7,77,42.90%,42.904275
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002,10719357,99,Released,Abandon,4.6,45,42.88%,42.877428
35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995,15000000,135,Released,The Horseman on the Roof,6.7,25,42.86%,42.85714286
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",2009,6405245,89,Released,Post Grad,5,100,42.70%,42.70163333
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2009,14000000,100,Released,Micmacs,6.8,148,42.42%,42.42424242
900000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005,381420,96,Released,The Quiet,6.1,73,42.38%,42.38
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2009,10589102,122,Released,The Bad Lieutenant: Port of Call - New Orleans,6,326,42.36%,42.356408
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2002,16872671,103,Released,Life or Something Like It,5.7,124,42.18%,42.1816775
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2011,841733,109,Post Production,Higher Ground,5.3,14,42.09%,42.08665
80000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000,33463969,106,Released,Red Planet,5.4,267,41.83%,41.82996125
49000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1990,20423389,104,Released,The Adventures of Ford Fairlane,6.2,71,41.68%,41.68038571
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2011,10324441,110,Released,Straw Dogs,5.5,144,41.30%,41.297764
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",2015,14431253,91,Released,Unfinished Business,5,320,41.23%,41.23215143
12000000,"[{""id"": 35, ""name"": ""Comedy""}]",1996,4939939,108,Released,Girl 6,5.7,16,41.17%,41.16615833
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003,4922166,90,Released,From Justin to Kelly,3,23,41.02%,41.01805
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2009,9366227,86,Released,Cheri,5.9,56,40.72%,40.72272609
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",1986,4884663,100,Released,Invaders from Mars,5.5,57,40.71%,40.705525
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2003,4069090,125,Released,The Visual Bible: The Gospel of John,8.2,12,40.69%,40.6909
120000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,48668907,121,Released,How Do You Know,4.9,223,40.56%,40.5574225
13300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",2014,5380251,108,Released,Under the Skin,6,1102,40.45%,40.45301504
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1996,10070000,105,Released,Mrs. Winterbourne,5.3,25,40.28%,40.28
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2013,7018189,93,Released,Black Nativity,5.8,16,40.10%,40.10393714
3000000,"[{""id"": 28, ""name"": ""Action""}]",1993,1200000,87,Released,Excessive Force,4.5,10,40.00%,40
63000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",1994,25052000,191,Released,Wyatt Earp,6.5,202,39.77%,39.76507937
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1986,6735922,117,Released,Nine 1/2 Weeks,5.8,177,39.62%,39.62307059
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1998,1980338,116,Released,Zero Effect,6,55,39.61%,39.60676
15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2008,5926410,111,Released,Transsiberian,6.5,195,39.51%,39.5094
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",2001,13678913,94,Released,American Outlaws,5.7,55,39.08%,39.08260857
17900000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",1985,6948633,89,Released,Red Sonja,5,206,38.82%,38.81917877
75000000,"[{""id"": 35, ""name"": ""Comedy""}]",1999,29000000,90,Released,The Out-of-Towners,5,45,38.67%,38.66666667
160000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",1999,61698899,102,Released,The 13th Warrior,6.4,510,38.56%,38.56181188
45000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1996,17300889,100,Released,The Phantom,4.7,136,38.45%,38.44642
72000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2001,27642707,131,Released,The Last Castle,7,285,38.39%,38.39264861
130000000,"[{""id"": 18, ""name"": ""Drama""}]",2008,49554002,165,Released,Australia,6.3,694,38.12%,38.11846308
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",1995,7563728,107,Released,Hackers,6.2,398,37.82%,37.81864
67000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",2007,25303038,102,Released,The Last Legion,5,207,37.77%,37.76572836
67000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2007,25037897,191,Released,Grindhouse,6.8,459,37.37%,37.36999552
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2006,4857367,120,Released,"Paris, je t'aime",6.8,207,37.36%,37.36436154
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2015,3727746,122,Released,By the Sea,5.4,156,37.28%,37.27746
6500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2013,2401510,116,Released,The East,6.5,305,36.95%,36.94630769
16000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1986,5900000,116,Released,Highlander,6.8,624,36.88%,36.875
16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2013,5867686,117,Released,The Immigrant,6.2,250,36.67%,36.6730375
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2011,3665069,102,Released,Killer Joe,6.5,425,36.65%,36.65069
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2000,5108820,90,Released,Gossip,5.5,68,36.49%,36.49157143
19000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2011,6928068,97,Released,Take Me Home Tonight,6.2,208,36.46%,36.46351579
28000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2011,10126458,91,Released,Shark Night,4.9,132,36.17%,36.16592143
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1992,14358033,99,Released,Memoirs of an Invisible Man,5.7,125,35.90%,35.8950825
35000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",2006,12506188,83,Released,Zoom,4.9,135,35.73%,35.73196571
5952000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1983,2120439,87,Released,Videodrome,7.1,454,35.63%,35.62565524
6000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1995,2122561,94,Released,Mallrats,6.8,392,35.38%,35.37601667
56000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2013,19701164,109,Released,Broken City,5.7,593,35.18%,35.18065
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2002,35168966,138,Released,K-19: The Widowmaker,6.1,264,35.17%,35.168966
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1999,8434146,124,Released,Play It to the Bone,5.7,53,35.14%,35.142275
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",2012,8784318,137,Released,On the Road,5.5,301,35.14%,35.137272
18500000,"[{""id"": 18, ""name"": ""Drama""}]",2016,6490401,120,Released,The Young Messiah,6.4,30,35.08%,35.08324865
255000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",2013,89289910,149,Released,The Lone Ranger,5.9,2311,35.02%,35.01565098
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",2008,7000000,83,Released,An American Carol,4.1,20,35.00%,35
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",1997,12532777,106,Released,Gattaca,7.5,1808,34.81%,34.81326944
15000000,"[{""id"": 53, ""name"": ""Thriller""}]",2000,5217498,105,Released,The In Crowd,4.7,15,34.78%,34.78332
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",2016,6212282,112,Released,Midnight Special,6.2,694,34.51%,34.51267778
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1984,8613462,132,Released,The Bounty,6.5,108,34.45%,34.453848
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2011,171760,95,Released,Kill List,6,210,34.35%,34.352
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2015,13644292,115,Released,The Gunman,5.5,392,34.11%,34.11073
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1996,18626419,116,Released,The Fan,5.7,194,33.87%,33.86621636
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2001,2025238,95,Released,Novocaine,6,44,33.75%,33.75396667
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009,5024782,90,Released,Solitary Man,5.8,84,33.50%,33.49854667
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1994,16671505,99,Released,Baby's Day Out,5.8,274,33.34%,33.34301
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999,23159305,86,Released,The Iron Giant,7.6,1436,33.08%,33.08472143
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2003,11560806,102,Released,The Order,4.8,91,33.03%,33.03087429
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1998,9898412,100,Released,Very Bad Things,6.2,179,32.99%,32.99470667
9000000,"[{""id"": 18, ""name"": ""Drama""}]",2007,2955039,97,Released,Gracie,6,17,32.83%,32.83376667
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1994,5887457,127,Released,Ed Wood,7.3,630,32.71%,32.70809444
2000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}]",2005,653621,92,Released,Inside Deep Throat,6.8,31,32.68%,32.68105
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2008,17869048,90,Released,City of Ember,6.2,605,32.49%,32.48917818
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1991,7434726,98,Released,Harley Davidson and the Marlboro Man,6.1,82,32.32%,32.32489565
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2015,6420319,106,Released,Little Boy,7,185,32.10%,32.101595
31192,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2009,10000,89,Released,Down Terrace,6.3,26,32.06%,32.05950244
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1999,3193102,89,Released,The Limey,6.6,105,31.93%,31.93102
28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1999,8888143,119,Released,"Mystery, Alaska",6,69,31.74%,31.74336786
6500000,"[{""id"": 18, ""name"": ""Drama""}]",2005,2025032,100,Released,The Work and the Glory II: American Zion,8,6,31.15%,31.15433846
2000000,"[{""id"": 18, ""name"": ""Drama""}]",2006,622806,96,Released,Sherrybaby,6.3,41,31.14%,31.1403
44000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",1995,13681765,192,Released,Nixon,7.1,71,31.09%,31.09492045
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2010,3878993,118,Released,The Perfect Game,6.3,30,31.03%,31.031944
28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2013,8555008,128,Released,The Fifth Estate,5.7,364,30.55%,30.5536
63600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2000,19412993,102,Released,Get Carter,4.8,145,30.52%,30.5235739
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2009,12206028,101,Released,Whiteout,5.3,220,30.52%,30.51507
62000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2001,18720175,125,Released,3000 Miles to Graceland,5.8,178,30.19%,30.19383065
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2002,150277,93,Released,May,6.3,152,30.06%,30.0554
19100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10752, ""name"": ""War""}]",2011,5728213,109,Released,The Devil's Double,6.5,208,29.99%,29.99064398
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",2006,10496317,93,Released,Bandidas,5.8,307,29.99%,29.98947714
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",2010,2995811,106,Released,The Runaways,6.3,254,29.96%,29.95811
57000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2001,16991902,105,Released,Rock Star,6,190,29.81%,29.81035439
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1997,8345056,86,Released,A Simple Wish,5.5,46,29.80%,29.80377143
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",2006,17800000,140,Released,Flyboys,6.3,271,29.67%,29.66666667
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2002,2062066,104,Released,Auto Focus,6.1,56,29.46%,29.45808571
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2013,9494789,105,Released,The Young and Prodigious T.S. Spivet,6.7,232,28.77%,28.77208788
